issue_id,paper_id,covidence_id,title,authors,published_year,journal,stage,issue_type,severity,status,source_registry,source_field,revisit_reason,recommended_action,blocking_downstream,detected_at_utc
12554|04_source_categorisation|source_category_manual_review_required|paper_artifact_registry.csv,12554,12554,Botulinum Toxin Could Be Helpful as an Adjunct Therapy in Stiff Person Syndrome,"Roman, S; Taylor, E; Newsome, S; Moukheiber, E",2023,ANNALS OF NEUROLOGY,04_source_categorisation,source_category_manual_review_required,medium,review_source_category_then_langextract,paper_artifact_registry.csv,source_manual_review_required,"This is a conference abstract (proceedings detected, single page, 'M114' session marker). However, the content is header-only, so it is unclear whether original SPS patient data is included. Manual review is required to determine if any extractable SPS cases are present.",Review source category/routing and update the source categorisation manual-review ledger.,true,2026-04-05T19:27:28.247161+00:00
12554|05_proceedings_trim|trim_manual_review_required|text_trim_registry.csv,12554,12554,Botulinum Toxin Could Be Helpful as an Adjunct Therapy in Stiff Person Syndrome,"Roman, S; Taylor, E; Newsome, S; Moukheiber, E",2023,ANNALS OF NEUROLOGY,05_proceedings_trim,trim_manual_review_required,high,header_only_source,text_trim_registry.csv,trim_status,Matched entry appears to contain header-only listing without abstract body.,Revisit proceedings localisation and publish a safe proceedings-ready text layer.,true,2026-05-07T11:48:48.496841+00:00
12554|05b_proceedings_qc|proceedings_qc_follow_up_required|proceedings_text_qc_registry.csv,12554,12554,Botulinum Toxin Could Be Helpful as an Adjunct Therapy in Stiff Person Syndrome,"Roman, S; Taylor, E; Newsome, S; Moukheiber, E",2023,ANNALS OF NEUROLOGY,05b_proceedings_qc,proceedings_qc_follow_up_required,high,header_only_source,proceedings_text_qc_registry.csv,qc_status,Matched source appears to be a title/author listing without abstract body text.,"Review proceedings QC, fix the target span if needed, and rerun proceedings-ready publication.",true,2026-04-06T13:54:45.019379+00:00
12567|05_proceedings_trim|trim_manual_review_required|text_trim_registry.csv,12567,12567,A Case of Stiff Person Syndrome with Response to Methotrexate Therapy for Lymphoma,"Birjandian, Z; Graber, J",2023,NEUROLOGY,05_proceedings_trim,trim_manual_review_required,high,header_only_source,text_trim_registry.csv,trim_status,Matched entry appears to contain header-only listing without abstract body.,Revisit proceedings localisation and publish a safe proceedings-ready text layer.,true,2026-05-07T11:48:48.496853+00:00
12567|05b_proceedings_qc|proceedings_qc_follow_up_required|proceedings_text_qc_registry.csv,12567,12567,A Case of Stiff Person Syndrome with Response to Methotrexate Therapy for Lymphoma,"Birjandian, Z; Graber, J",2023,NEUROLOGY,05b_proceedings_qc,proceedings_qc_follow_up_required,high,header_only_source,proceedings_text_qc_registry.csv,qc_status,Matched source appears to be a title/author listing without abstract body text.,"Review proceedings QC, fix the target span if needed, and rerun proceedings-ready publication.",true,2026-04-06T13:54:45.044442+00:00
12567|06_sps_case_count|case_count_manual_review_required|source_sps_case_count_registry.csv,12567,12567,A Case of Stiff Person Syndrome with Response to Methotrexate Therapy for Lymphoma,"Birjandian, Z; Graber, J",2023,NEUROLOGY,06_sps_case_count,case_count_manual_review_required,medium,llm_candidate_exact,source_sps_case_count_registry.csv,count_manual_review_required,"challenge_stage=challenge | verification_status=llm_candidate_exact | llm_count_confidence=medium | challenge_reasons=semantic_validator_reject=COUNT_SPS_STATUS_UNCERTAIN | llm_selected_candidate_id=cand01 | This conference abstract reports a single original patient: a 57-year-old woman described in case-report format with clinical features and antibody-supported SPS. Although there is an upstream SPS-status uncertainty flag, the text itself explicitly presents one patient as having stiff person syndrome, so the best-supported extractable count is 1, but manual review remains appropriate due to the flagged uncertainty.","Review the count evidence, update the count manual-review ledger or gold corpus, and rerun the stage-06 publish step.",true,2026-04-19T13:03:57.093390+00:00
12584|05_proceedings_trim|trim_manual_review_required|text_trim_registry.csv,12584,12584,Stiff person syndrome vs functional neurological disorder: two patients with hyperkinetic movement disorder,"Garcia, J; Mireles, S; Martinez, Y; Alcocer, A",2023,MOVEMENT DISORDERS,05_proceedings_trim,trim_manual_review_required,medium,manual_review_required,text_trim_registry.csv,trim_status,Matched entry appears truncated or lacks sufficient abstract body content.,Revisit proceedings localisation and publish a safe proceedings-ready text layer.,true,2026-05-07T11:48:48.496865+00:00
12584|05b_proceedings_qc|proceedings_qc_follow_up_required|proceedings_text_qc_registry.csv,12584,12584,Stiff person syndrome vs functional neurological disorder: two patients with hyperkinetic movement disorder,"Garcia, J; Mireles, S; Martinez, Y; Alcocer, A",2023,MOVEMENT DISORDERS,05b_proceedings_qc,proceedings_qc_follow_up_required,medium,untrimmed_localised,proceedings_text_qc_registry.csv,qc_status,Target appears localised in full proceedings text; trimming/manual review is still required.,"Review proceedings QC, fix the target span if needed, and rerun proceedings-ready publication.",true,2026-04-06T13:54:45.128096+00:00
12594|06_sps_case_count|case_count_manual_review_required|source_sps_case_count_registry.csv,12594,12594,Rituximab is Associated with Limiting Progression in Individuals with Stiff Person Syndrome Spectrum Disorders,"Harrison, K; Hu, C; Aljarallah, S; Wang, Y; Fitzgerald, K; Newsome, S",2023,NEUROLOGY,06_sps_case_count,case_count_manual_review_required,medium,llm_bounded_alternative,source_sps_case_count_registry.csv,count_manual_review_required,"challenge_stage=primary | verification_status=llm_bounded_alternative | llm_count_confidence=medium | The abstract reports an original SPSD cohort with rituximab exposure and explicitly states that 69 SPSD patients had rituximab exposure. Although only 63 met inclusion criteria for analysis, the larger 69 appears to be the unique treated SPS-spectrum cohort, so this is the best extractable count; manual review remains appropriate because this is a conference abstract and the analyzed subset could be mistaken for the cohort count.","Review the count evidence, update the count manual-review ledger or gold corpus, and rerun the stage-06 publish step.",true,2026-04-19T13:04:17.258381+00:00
12630|07_case_series_split|case_series_split_manual_review_required|case_series_split_registry.csv,12630,12630,Autologous Haematopoietic Stem Cell Transplantation (Auto-HSCT) in Stiff Person Syndrome (SPS): The Sheffield Experience,"Thorpe, AE; Kass-Iliyya, L; Jessop, H; Chantry, A; Hadjivassiliou, M; Sharrack, B; Snowden, JA",2018,BONE MARROW TRANSPLANTATION,07_case_series_split,case_series_split_manual_review_required,medium,manual_review_required,case_series_split_registry.csv,split_status,Could not find at least two distinct explicit case/patient headings.,Review case boundaries manually or mark the paper unsuitable for case-level splitting.,true,2026-05-07T11:48:48.539062+00:00
12642|05b_proceedings_qc|proceedings_qc_follow_up_required|proceedings_text_qc_registry.csv,12642,12642,Identifying Key Components for Diagnosing Stiff Person Syndrome Spectrum Disorders: A Sensitivity and Specificity Study,"Roy, S; Hu, C; Wang, YJ; Fitzgerald, K; Newsome, S",2023,NEUROLOGY,05b_proceedings_qc,proceedings_qc_follow_up_required,medium,untrimmed_localised,proceedings_text_qc_registry.csv,qc_status,Target appears localised in full proceedings text; trimming/manual review is still required.,"Review proceedings QC, fix the target span if needed, and rerun proceedings-ready publication.",true,2026-04-06T13:54:45.278403+00:00
12660|06_sps_case_count|case_count_manual_review_required|source_sps_case_count_registry.csv,12660,12660,Epilepsia Partialis Continua & Stiff Person Syndrome Occurring Together in a Child with Anti-GAD Antibody Positivity,"Varma-Doyle, A; Vega, J; Wojcicki, K; Weimer, M; Miller, D",2021,NEUROLOGY,06_sps_case_count,case_count_manual_review_required,medium,llm_candidate_exact,source_sps_case_count_registry.csv,count_manual_review_required,"challenge_stage=primary | verification_status=llm_candidate_exact | llm_count_confidence=high | llm_selected_candidate_id=cand01 | This is a case report describing one original child patient with explicit SPS symptoms and a concluding statement that the child had EPC and SPS. The mention of three previously reported EPC cases refers to prior literature, not additional patients in this paper; however, provenance uncertainty is flagged upstream, so manual review should remain required.","Review the count evidence, update the count manual-review ledger or gold corpus, and rerun the stage-06 publish step.",true,2026-04-19T13:06:48.172094+00:00
12664|05_proceedings_trim|trim_manual_review_required|text_trim_registry.csv,12664,12664,Use of Immunotherapy and Symptomatic Therapy Differs Between Clinical Phenotypes of Stiff Person Syndrome Spectrum Disorders,"Simpson, A; Balshi, A; Obando, D; Miles, A; Taylor, E; Snoops, S; Wang, YJ; Newsome, S",2023,NEUROLOGY,05_proceedings_trim,trim_manual_review_required,high,header_only_source,text_trim_registry.csv,trim_status,Matched entry appears to contain header-only listing without abstract body.,Revisit proceedings localisation and publish a safe proceedings-ready text layer.,true,2026-05-07T11:48:48.496879+00:00
12664|05b_proceedings_qc|proceedings_qc_follow_up_required|proceedings_text_qc_registry.csv,12664,12664,Use of Immunotherapy and Symptomatic Therapy Differs Between Clinical Phenotypes of Stiff Person Syndrome Spectrum Disorders,"Simpson, A; Balshi, A; Obando, D; Miles, A; Taylor, E; Snoops, S; Wang, YJ; Newsome, S",2023,NEUROLOGY,05b_proceedings_qc,proceedings_qc_follow_up_required,high,partial_truncated,proceedings_text_qc_registry.csv,qc_status,Trim does not start at a detected proceedings header.,"Review proceedings QC, fix the target span if needed, and rerun proceedings-ready publication.",true,2026-04-06T13:54:45.346387+00:00
12679|05_proceedings_trim|trim_manual_review_required|text_trim_registry.csv,12679,12679,Longitudinal brain and skeletal muscle FDG-PET changes in people with stiff person syndrome spectrum disorders,"Roman, S; Wang, YJ; Sadaghiani, M; Newsome, S",2023,NEUROLOGY,05_proceedings_trim,trim_manual_review_required,medium,manual_review_required,text_trim_registry.csv,trim_status,Matched entry appears truncated or lacks sufficient abstract body content.,Revisit proceedings localisation and publish a safe proceedings-ready text layer.,true,2026-05-07T11:48:48.496891+00:00
12679|05b_proceedings_qc|proceedings_qc_follow_up_required|proceedings_text_qc_registry.csv,12679,12679,Longitudinal brain and skeletal muscle FDG-PET changes in people with stiff person syndrome spectrum disorders,"Roman, S; Wang, YJ; Sadaghiani, M; Newsome, S",2023,NEUROLOGY,05b_proceedings_qc,proceedings_qc_follow_up_required,medium,untrimmed_localised,proceedings_text_qc_registry.csv,qc_status,Target appears localised in full proceedings text; trimming/manual review is still required.,"Review proceedings QC, fix the target span if needed, and rerun proceedings-ready publication.",true,2026-04-06T13:54:45.354338+00:00
12682|05_proceedings_trim|proceedings_manual_review_queue|proceedings_manual_review_queue.csv,12682,12682,PURELY TORSIONAL NYSTAGMUS IN A PATIENT WITH THE STIFF-MAN SYNDROME - A CASE-REPORT,"STEARNS, MQ; SINOFF, SE; ROSENBERG, ML",1993,NEUROLOGY,05_proceedings_trim,proceedings_manual_review_queue,medium,queued,proceedings_manual_review_queue.csv,manual_status,"Proceedings detected, but the best abstract block match is below the auto-trim confidence threshold.","Review target abstract boundaries, record the manual decision, and rerun proceedings-ready publication.",true,2026-05-07T11:48:48.490594+00:00
12682|05_proceedings_trim|trim_manual_review_required|text_trim_registry.csv,12682,12682,PURELY TORSIONAL NYSTAGMUS IN A PATIENT WITH THE STIFF-MAN SYNDROME - A CASE-REPORT,"STEARNS, MQ; SINOFF, SE; ROSENBERG, ML",1993,NEUROLOGY,05_proceedings_trim,trim_manual_review_required,medium,manual_review_required,text_trim_registry.csv,trim_status,Matched entry appears truncated or lacks sufficient abstract body content.,Revisit proceedings localisation and publish a safe proceedings-ready text layer.,true,2026-05-07T11:48:48.496903+00:00
12682|05b_proceedings_qc|proceedings_qc_follow_up_required|proceedings_text_qc_registry.csv,12682,12682,PURELY TORSIONAL NYSTAGMUS IN A PATIENT WITH THE STIFF-MAN SYNDROME - A CASE-REPORT,"STEARNS, MQ; SINOFF, SE; ROSENBERG, ML",1993,NEUROLOGY,05b_proceedings_qc,proceedings_qc_follow_up_required,medium,untrimmed_localised,proceedings_text_qc_registry.csv,qc_status,Target appears localised in full proceedings text; trimming/manual review is still required.,"Review proceedings QC, fix the target span if needed, and rerun proceedings-ready publication.",true,2026-04-06T13:54:47.477320+00:00
